0.77861642,0.23236356,0.76819582,-0.02706208,0.07569363,0.98542292,0.14993264,-0.35703138,-0.07757089,0.40153935,0.42900968,-0.28415381,0.11653954,-0.12740109,-0.32590903,-0.09658354,0.92893116,-0.23070667,0.18302314,-0.01268633,-0.15655677,-0.01520037,0.59183606,0.43811162,-0.67724650,0.17067727,-0.92533757,-0.14043094,0.48667327,0.63067644,-0.45806989,0.70942144,0.04359003,0.91459838,-0.29483676,-0.72411286
0.76218311,0.22654034,0.77669522,-0.04377455,0.06200152,0.98665788,0.14403413,-0.35632982,-0.07395099,0.37329905,0.40337662,-0.29360810,0.11614049,-0.22059203,-0.33850804,-0.12839209,1.05782516,-0.21302163,0.14079216,-0.02993436,-0.12846177,-0.02692442,0.58467328,0.45727857,-0.68302327,0.13908034,-0.96146746,-0.14451816,0.51915852,0.62201610,-0.47719543,0.71922690,0.00720023,0.92442645,-0.31515258,-0.77740912
0.74692037,0.22360444,0.78066377,-0.04761046,0.05747931,0.98722481,0.14077125,-0.34400752,-0.07734724,0.35387564,0.38663376,-0.30656593,0.11362573,-0.29700737,-0.35347813,-0.15826642,1.14090178,-0.22486493,0.10715837,-0.04559603,-0.11104176,-0.02876932,0.58452989,0.46335423,-0.68484241,0.12561960,-0.97606179,-0.14476895,0.53391736,0.61981800,-0.48662062,0.71995824,-0.01379237,0.92036175,-0.32592388,-0.80981385
0.73250359,0.22174006,0.78261960,-0.04987407,0.05408965,0.98816941,0.13456635,-0.32767809,-0.08400652,0.33405725,0.37180152,-0.31878052,0.10931455,-0.36539856,-0.35867659,-0.18428274,1.17968652,-0.23799557,0.08715779,-0.06250732,-0.09722232,-0.02557621,0.58400317,0.46511942,-0.68594936,0.12012272,-0.98451006,-0.14480139,0.54010443,0.61713911,-0.49334477,0.71834765,-0.03185296,0.91301170,-0.33545937,-0.83197298
0.71826634,0.22088103,0.78366460,-0.05151760,0.05120324,0.98948684,0.12505985,-0.30817135,-0.09288122,0.31343658,0.35851750,-0.33069783,0.10312632,-0.42571274,-0.35184396,-0.20480668,1.17701310,-0.24846985,0.08220715,-0.08047921,-0.08582706,-0.01899570,0.58285014,0.46298965,-0.68543601,0.12115769,-0.98856873,-0.14490250,0.53954070,0.61420137,-0.49858338,0.71526802,-0.04725448,0.90316255,-0.34252410,-0.84486100
0.70407457,0.22082602,0.78415748,-0.05209478,0.04882382,0.99084285,0.11459850,-0.28664570,-0.10233875,0.29366151,0.34943465,-0.34391046,0.09649812,-0.47717945,-0.33719533,-0.22215303,1.13781084,-0.25645446,0.08698045,-0.09711346,-0.07684218,-0.01060257,0.58101696,0.45825676,-0.68428148,0.12753529,-0.98863781,-0.14549138,0.53615938,0.61185122,-0.50287233,0.71141525,-0.05872438,0.89152868,-0.34859446,-0.85460386
0.68976866,0.22088717,0.78421280,-0.05204996,0.04678094,0.99201643,0.10490828,-0.26426726,-0.11131504,0.27489257,0.34395112,-0.35851135,0.09042354,-0.52072178,-0.31828114,-0.23803073,1.06855013,-0.26217945,0.09725066,-0.11131628,-0.06908246,-0.00171772,0.57800260,0.45203428,-0.68376115,0.13811323,-0.98544775,-0.14577072,0.53052242,0.61023300,-0.50614914,0.70833208,-0.06785393,0.87921235,-0.35385083,-0.86151392
0.67524718,0.22128150,0.78387686,-0.05244166,0.04462933,0.99298018,0.09616888,-0.24152494,-0.11921777,0.25739928,0.34095012,-0.37389757,0.08418994,-0.55605189,-0.29687298,-0.25333847,0.97487628,-0.26549776,0.11140291,-0.12276536,-0.06212327,0.00620534,0.57418094,0.44526344,-0.68405689,0.15131619,-0.98035723,-0.14539755,0.52174199,0.60911695,-0.50869933,0.70640354,-0.07581727,0.86818778,-0.35710767,-0.86218354
0.66059559,0.22217500,0.78334181,-0.05312479,0.04257762,0.99378122,0.08811242,-0.21834609,-0.12612574,0.24298255,0.33971149,-0.38850803,0.07597058,-0.58181918,-0.27460421,-0.26731141,0.86064164,-0.26609663,0.13044360,-0.13064754,-0.05699072,0.01172413,0.57104265,0.43794556,-0.68437757,0.16658730,-0.97264282,-0.14353629,0.51073023,0.60939643,-0.50917671,0.70314449,-0.07774913,0.85904750,-0.35775148,-0.86501553
0.64563136,0.22358877,0.78338990,-0.05428957,0.03996345,0.99446706,0.08056567,-0.19798888,-0.12925645,0.22767032,0.33779166,-0.40249940,0.06748322,-0.60026471,-0.24648416,-0.27983945,0.73077126,-0.25093439,0.15404518,-0.13543130,-0.04956653,0.01237069,0.56527651,0.43389224,-0.68626544,0.17884676,-0.96983466,-0.14224621,0.50166566,0.60813773,-0.51135493,0.70313233,-0.08173048,0.85737387,-0.35763986,-0.86711705
