0.77864439,0.23241999,0.73531571,-0.01624601,0.08492032,0.98427798,0.15401774,-0.34556090,-0.08811068,0.40927509,0.43421148,-0.28542194,0.11288052,-0.12268027,-0.33662018,-0.08891731,0.95753108,-0.27333761,0.18286528,-0.01662542,-0.16793885,-0.00362969,0.60433239,0.42359609,-0.66895820,0.18352242,-0.90563674,-0.13628125,0.47127297,0.63628646,-0.44651375,0.69467055,0.05926572,0.89468690,-0.28792984,-0.71823102
0.76214350,0.22643203,0.74030181,-0.04523212,0.06181570,0.98632612,0.14592345,-0.36790728,-0.06677394,0.36051896,0.39602781,-0.29038864,0.11849116,-0.23143207,-0.31851912,-0.12797185,1.04248545,-0.16851052,0.14898584,-0.03191239,-0.11715117,-0.03494722,0.57190238,0.47022979,-0.68829878,0.12553956,-0.98362381,-0.15067787,0.53570032,0.61326988,-0.48945726,0.73190020,-0.01063781,0.93958013,-0.32652541,-0.79309886
0.74688897,0.22361209,0.74133444,-0.04971136,0.05633847,0.98672352,0.14398424,-0.35102728,-0.06896797,0.35229459,0.38727677,-0.30921548,0.11794229,-0.29663954,-0.35152192,-0.16704946,1.11721453,-0.20148498,0.10231440,-0.03943131,-0.10406350,-0.03742772,0.57679820,0.47206583,-0.69071701,0.11904455,-0.98592183,-0.14696859,0.54566811,0.61912578,-0.49412763,0.73076465,-0.02105173,0.93190054,-0.32825786,-0.81332800
0.73253321,0.22177211,0.74128049,-0.05179073,0.05277051,0.98773747,0.13750520,-0.32995563,-0.07858505,0.33841423,0.37410269,-0.32107868,0.11245228,-0.36055511,-0.37045615,-0.19671996,1.16434806,-0.23541787,0.07438947,-0.05488562,-0.09533591,-0.03099865,0.58174908,0.46986359,-0.69192785,0.11865812,-0.98495093,-0.14338287,0.54245481,0.61944789,-0.49438777,0.72369214,-0.03290046,0.92092589,-0.33390989,-0.82528589
0.71830134,0.22091104,0.74123649,-0.05304270,0.05011546,0.98934918,0.12594885,-0.30580803,-0.09304504,0.31671297,0.35573567,-0.32861828,0.10123984,-0.42140948,-0.35956564,-0.20900032,1.17305701,-0.25495245,0.07865310,-0.07885390,-0.08711846,-0.01963467,0.58528298,0.46255587,-0.68687861,0.12270275,-0.98496627,-0.14149513,0.53067058,0.61565499,-0.49518137,0.71381463,-0.04614721,0.90682796,-0.33654590,-0.82698308
0.70409415,0.22088031,0.74137647,-0.05233325,0.04867260,0.99089608,0.11409280,-0.28134322,-0.10684287,0.29530185,0.34648256,-0.34020756,0.09111242,-0.47384552,-0.33546705,-0.21565324,1.14299030,-0.26528403,0.09483375,-0.10086862,-0.08137421,-0.00693137,0.58687358,0.45345709,-0.67995280,0.13071473,-0.98344055,-0.14354011,0.52548669,0.61228823,-0.49805413,0.70337894,-0.05302781,0.88941925,-0.34278703,-0.84218713
0.68977909,0.22092411,0.74148070,-0.05171816,0.04689374,0.99214216,0.10382747,-0.25935848,-0.11731609,0.27485515,0.34437623,-0.35672137,0.08665982,-0.52097372,-0.31145369,-0.22541218,1.08150218,-0.27192454,0.10815462,-0.11698447,-0.07420912,0.00478506,0.58375844,0.44499020,-0.67701499,0.14246502,-0.97949880,-0.14567037,0.52521822,0.61037834,-0.50155993,0.69886625,-0.06009706,0.87045160,-0.35277426,-0.86559783
0.67524422,0.22127703,0.74143485,-0.05203197,0.04477457,0.99308059,0.09528304,-0.23926510,-0.12416099,0.25659210,0.34487492,-0.37555523,0.08394087,-0.55985004,-0.29192474,-0.24295938,0.99182156,-0.27850054,0.11689980,-0.12711358,-0.06553213,0.01252537,0.57754988,0.43871655,-0.67846249,0.15555939,-0.97540711,-0.14631038,0.52093124,0.60908549,-0.50599264,0.70096915,-0.07182418,0.85603665,-0.35981907,-0.87331485
0.66059150,0.22215288,0.74128388,-0.05269777,0.04286315,0.99384142,0.08754961,-0.21894598,-0.12913859,0.24041001,0.34459973,-0.39265513,0.07962503,-0.58922352,-0.27472276,-0.26424565,0.88176810,-0.27785321,0.12623183,-0.13350951,-0.05745476,0.01605997,0.56984268,0.43535125,-0.68277617,0.16847452,-0.97115118,-0.14584212,0.51747395,0.60915531,-0.51049927,0.70419456,-0.07914320,0.84638502,-0.36568885,-0.88539186
0.64560909,0.22356869,0.74141891,-0.05392167,0.03988560,0.99452625,0.08011954,-0.19713704,-0.13000275,0.22477919,0.34061966,-0.40695149,0.07244741,-0.60536079,-0.25071010,-0.28395722,0.74874499,-0.25886239,0.14436043,-0.13749109,-0.04790982,0.01634184,0.56243113,0.43290893,-0.68777804,0.18060013,-0.96899120,-0.14423612,0.50654467,0.60852269,-0.51429897,0.70729708,-0.08768507,0.84805194,-0.36259187,-0.87303388
